user_id,conversion_date,channel,country
U09693,2025-11-21,Partnerships,France
U09694,2025-04-24,Paid Social,Germany
U09695,2025-05-27,Affiliate,Spain
U09696,2025-06-15,Paid Search,Germany
U09697,2025-05-19,Partnerships,Germany
U09698,2025-04-27,Paid Search,Spain
U09699,2025-10-26,Organic,France
U09700,2025-10-03,Affiliate,UK
U09701,2025-10-04,Paid Social,France
U09702,2025-12-04,Organic,Germany
U09703,2025-11-09,Organic,Germany
U09704,2025-06-27,Paid Social,Spain
U09705,2025-11-26,Organic,Germany
U09706,2025-12-20,Organic,Spain
U09707,2025-06-03,Partnerships,Spain
U09708,2025-07-20,Organic,France
U09709,2025-04-25,Paid Social,Germany
U09710,2025-06-08,Partnerships,France
U09711,2025-02-11,Organic,UK
U09712,2025-09-04,Paid Social,France
U09713,2025-03-09,Paid Social,Germany
U09714,2025-11-22,Paid Social,UK
U09715,2025-11-30,Organic,Germany
U09716,2025-07-15,Partnerships,UK
U09717,2025-03-31,Paid Social,Germany
U09718,2025-04-21,Paid Social,France
U09719,2025-12-25,Paid Search,Germany
U09720,2025-05-25,Paid Search,Spain
U09721,2025-10-02,Affiliate,Spain
U09722,2025-06-28,Paid Social,France
U09723,2025-08-29,Organic,France
U09724,2025-11-22,Affiliate,UK
U09725,2025-11-15,Organic,France
U09726,2025-11-27,Paid Search,Spain
U09727,2025-06-02,Organic,France
U09728,2025-04-14,Paid Social,Spain
U09729,2025-03-16,Affiliate,France
U09730,2025-05-08,Affiliate,Spain
U09731,2025-07-18,Paid Social,UK
U09732,2025-06-03,Paid Search,Germany
U09733,2025-02-25,Paid Search,Germany
U09734,2025-10-05,Partnerships,Spain
U09735,2025-12-11,Paid Social,France
U09736,2025-01-19,Organic,France
U09737,2025-06-08,Paid Social,Germany
U09738,2025-01-26,Organic,Spain
U09739,2025-06-18,Paid Search,France
U09740,2025-01-23,Paid Search,Germany
U09741,2025-02-16,Paid Social,Spain
U09742,2025-01-13,Organic,UK
U09743,2025-08-05,Affiliate,France
U09744,2025-11-18,Paid Search,France
U09745,2025-07-13,Paid Search,Spain
U09746,2025-05-24,Paid Social,Germany
U09747,2025-03-14,Affiliate,Spain
U09748,2025-06-05,Paid Social,Germany
U09749,2025-03-18,Partnerships,Spain
U09750,2025-06-18,Affiliate,UK
U09751,2025-10-14,Organic,France
U09752,2025-03-26,Affiliate,Germany
U09753,2025-07-01,Paid Social,UK
U09754,2025-11-11,Organic,Spain
U09755,2025-10-24,Paid Social,Germany
U09756,2025-04-22,Paid Social,Germany
U09757,2025-08-18,Organic,UK
U09758,2025-04-06,Paid Search,Spain
U09759,2025-06-17,Paid Social,UK
U09760,2025-06-05,Paid Search,Spain
U09761,2025-04-15,Paid Search,UK
U09762,2025-07-12,Paid Search,UK
U09763,2025-11-26,Paid Search,UK
U09764,2025-05-12,Paid Social,UK
U09765,2025-12-21,Organic,Spain
U09766,2025-05-18,Affiliate,France
U09767,2025-11-27,Affiliate,UK
U09768,2025-09-27,Affiliate,Spain
U09769,2025-02-07,Organic,France
U09770,2025-02-14,Organic,Germany
U09771,2025-06-12,Organic,Germany
U09772,2025-11-27,Organic,UK
U09773,2025-09-10,Paid Search,Germany
U09774,2025-06-18,Affiliate,UK
U09775,2025-10-12,Affiliate,UK
U09776,2025-10-01,Affiliate,France
U09777,2025-01-20,Paid Social,Germany
U09778,2025-08-27,Paid Search,UK
U09779,2025-09-27,Paid Search,Germany
U09780,2025-11-06,Organic,France
U09781,2025-01-31,Affiliate,Germany
U09782,2025-11-10,Paid Social,France
U09783,2025-04-14,Paid Social,France
U09784,2025-06-19,Affiliate,France
U09785,2025-07-05,Paid Social,UK
U09786,2025-05-08,Paid Social,Spain
U09787,2025-07-29,Paid Search,UK
U09788,2025-10-08,Paid Search,Germany
U09789,2025-09-10,Paid Social,UK
U09790,2025-01-19,Partnerships,UK
U09791,2025-07-19,Paid Search,Spain
U09792,2025-08-08,Paid Social,Germany
U09793,2025-05-16,Partnerships,France
U09794,2025-08-11,Organic,France
U09795,2025-01-03,Paid Search,Germany
U09796,2025-08-24,Partnerships,UK
U09797,2025-12-08,Organic,Spain
U09798,2025-08-16,Organic,Spain
U09799,2025-05-22,Organic,Germany
U09800,2025-01-09,Partnerships,Germany
U09801,2025-07-09,Paid Search,UK
U09802,2025-12-16,Affiliate,Spain
U09803,2025-06-14,Affiliate,Germany
U09804,2025-05-19,Paid Social,UK
U09805,2025-10-03,Paid Social,UK
U09806,2025-10-18,Partnerships,Germany
U09807,2025-02-22,Organic,Spain
U09808,2025-06-24,Paid Social,France
U09809,2025-04-20,Paid Search,UK
U09810,2025-07-22,Affiliate,France
U09811,2025-05-16,Paid Search,UK
U09812,2025-01-04,Affiliate,Spain
U09813,2025-06-04,Paid Search,France
U09814,2025-06-21,Paid Social,Germany
U09815,2025-12-24,Affiliate,UK
U09816,2025-02-16,Paid Search,Germany
U09817,2025-04-04,Paid Search,Germany
U09818,2025-02-17,Paid Social,Spain
U09819,2025-08-28,Paid Social,Germany
U09820,2025-12-13,Partnerships,UK
U09821,2025-08-01,Affiliate,Germany
U09822,2025-12-06,Paid Social,Germany
U09823,2025-11-20,Paid Social,UK
U09824,2025-05-19,Paid Search,Germany
U09825,2025-07-24,Organic,Spain
U09826,2025-03-14,Paid Search,UK
U09827,2025-01-04,Organic,Spain
U09828,2025-03-17,Affiliate,Germany
U09829,2025-11-25,Affiliate,France
U09830,2025-03-18,Partnerships,Spain
U09831,2025-10-31,Organic,Spain
U09832,2025-09-13,Organic,Germany
U09833,2025-04-12,Affiliate,France
U09834,2025-04-16,Paid Search,UK
U09835,2025-11-29,Organic,France
U09836,2025-02-08,Paid Search,UK
U09837,2025-11-10,Organic,Germany
U09838,2025-10-02,Partnerships,France
U09839,2025-03-29,Organic,Germany
U09840,2025-07-30,Organic,Spain
U09841,2025-03-18,Paid Search,France
U09842,2025-03-18,Affiliate,UK
U09843,2025-01-28,Paid Search,Spain
U09844,2025-09-02,Paid Search,UK
U09845,2025-03-07,Paid Social,Spain
U09846,2025-09-23,Paid Search,UK
U09847,2025-07-24,Partnerships,UK
U09848,2025-02-27,Organic,Germany
U09849,2025-07-20,Affiliate,Spain
U09850,2025-08-13,Paid Search,Germany
U09851,2025-05-22,Organic,Germany
U09852,2025-03-25,Organic,Germany
U09853,2025-05-23,Partnerships,Germany
U09854,2025-12-18,Affiliate,UK
U09855,2025-02-02,Organic,Germany
U09856,2025-06-01,Paid Search,Germany
U09857,2025-06-07,Organic,Germany
U09858,2025-05-21,Organic,UK
U09859,2025-09-08,Organic,Spain
U09860,2025-10-30,Paid Social,UK
U09861,2025-04-22,Organic,UK
U09862,2025-05-24,Paid Social,UK
U09863,2025-07-28,Affiliate,Spain
U09864,2025-08-12,Organic,Germany
U09865,2025-02-12,Paid Search,Germany
U09866,2025-09-21,Paid Social,Spain
U09867,2025-09-01,Organic,Spain
U09868,2025-01-03,Organic,France
U09869,2025-05-05,Organic,Germany
U09870,2025-09-25,Paid Search,UK
U09871,2025-03-25,Partnerships,UK
U09872,2025-01-16,Paid Search,Germany
U09873,2025-11-30,Organic,Spain
U09874,2025-02-28,Paid Search,France
U09875,2025-06-26,Partnerships,UK
U09876,2025-03-04,Paid Social,France
U09877,2025-02-18,Organic,UK
U09878,2025-11-03,Affiliate,UK
U09879,2025-09-03,Affiliate,Germany
U09880,2025-10-16,Paid Social,UK
U09881,2025-10-13,Partnerships,France
U09882,2025-11-28,Paid Social,France
U09883,2025-01-15,Paid Search,Germany
U09884,2025-12-04,Affiliate,UK
U09885,2025-09-12,Organic,France
U09886,2025-04-02,Paid Search,Spain
U09887,2025-10-06,Paid Search,Germany
U09888,2025-07-25,Affiliate,Spain
U09889,2025-04-04,Organic,France
U09890,2025-08-13,Paid Search,Spain
U09891,2025-10-28,Organic,Germany
U09892,2025-11-14,Organic,Spain
U09893,2025-07-18,Paid Search,France
U09894,2025-09-28,Paid Social,Spain
U09895,2025-08-22,Partnerships,Spain
U09896,2025-02-15,Organic,Spain
U09897,2025-03-05,Partnerships,UK
U09898,2025-08-18,Paid Social,France
U09899,2025-09-06,Paid Search,Spain
U09900,2025-09-03,Paid Social,France
U09901,2025-03-16,Affiliate,Spain
U09902,2025-06-06,Paid Social,Germany
U09903,2025-08-11,Affiliate,Germany
U09904,2025-07-09,Paid Search,Germany
U09905,2025-02-21,Paid Social,Spain
U09906,2025-03-29,Paid Search,France
U09907,2025-11-09,Paid Search,Germany
U09908,2025-12-05,Organic,UK
U09909,2025-03-07,Paid Search,Germany
U09910,2025-05-30,Affiliate,Germany
U09911,2025-01-20,Paid Search,UK
U09912,2025-02-02,Paid Social,Germany
U09913,2025-11-24,Paid Social,Spain
U09914,2025-10-08,Paid Search,Spain
U09915,2025-02-15,Paid Search,Germany
U09916,2025-03-14,Organic,France
U09917,2025-12-20,Paid Search,France
U09918,2025-11-09,Paid Search,Germany
U09919,2025-12-09,Organic,UK
U09920,2025-05-13,Paid Social,Spain
U09921,2025-02-24,Partnerships,Spain
U09922,2025-03-02,Paid Search,Spain
U09923,2025-12-11,Paid Search,Germany
U09924,2025-01-08,Affiliate,Spain
U09925,2025-09-29,Organic,Germany
U09926,2025-09-03,Paid Search,Germany
U09927,2025-06-25,Paid Social,France
U09928,2025-04-26,Paid Search,UK
U09929,2025-11-13,Paid Search,UK
U09930,2025-09-28,Organic,UK
U09931,2025-07-12,Paid Search,Spain
U09932,2025-05-30,Organic,France
U09933,2025-05-11,Paid Search,France
U09934,2025-04-12,Organic,Germany
U09935,2025-11-06,Affiliate,France
U09936,2025-09-27,Organic,Germany
U09937,2025-10-19,Paid Search,France
U09938,2025-07-29,Organic,Germany
U09939,2025-12-27,Partnerships,Spain
U09940,2025-12-04,Affiliate,France
U09941,2025-03-08,Organic,UK
U09942,2025-01-10,Affiliate,Germany
U09943,2025-02-18,Organic,France
U09944,2025-04-21,Paid Social,France
U09945,2025-11-17,Affiliate,Germany
U09946,2025-08-07,Organic,France
U09947,2025-02-26,Paid Search,UK
U09948,2025-10-10,Paid Social,Germany
U09949,2025-04-23,Organic,Germany
U09950,2025-05-13,Paid Social,Germany
U09951,2025-03-12,Paid Social,Germany
U09952,2025-03-24,Paid Social,Germany
U09953,2025-02-26,Organic,UK
U09954,2025-12-15,Organic,Germany
U09955,2025-09-28,Organic,UK
U09956,2025-04-21,Partnerships,UK
U09957,2025-12-23,Affiliate,UK
U09958,2025-03-17,Paid Search,Germany
U09959,2025-06-07,Paid Search,UK
U09960,2025-01-20,Paid Search,Germany
U09961,2025-05-11,Paid Search,UK
U09962,2025-11-25,Organic,Germany
U09963,2025-05-02,Organic,France
U09964,2025-02-10,Affiliate,France
U09965,2025-06-16,Organic,UK
U09966,2025-05-10,Organic,Spain
U09967,2025-01-23,Partnerships,Spain
U09968,2025-10-06,Paid Social,France
U09969,2025-09-08,Paid Search,UK
U09970,2025-01-09,Affiliate,UK
U09971,2025-01-13,Paid Search,UK
U09972,2025-11-03,Paid Social,Spain
U09973,2025-11-16,Organic,France
U09974,2025-02-21,Paid Social,UK
U09975,2025-07-28,Paid Search,France
U09976,2025-02-07,Affiliate,France
U09977,2025-04-10,Affiliate,Germany
U09978,2025-07-12,Paid Search,Spain
U09979,2025-07-10,Paid Search,France
U09980,2025-02-20,Organic,Germany
U09981,2025-05-21,Paid Search,Spain
U09982,2025-06-17,Organic,UK
U09983,2025-11-07,Paid Social,UK
U09984,2025-04-19,Paid Social,Germany
U09985,2025-07-26,Paid Social,UK
U09986,2025-10-27,Organic,Germany
U09987,2025-04-20,Organic,Germany
U09988,2025-07-15,Paid Social,UK
U09989,2025-06-01,Paid Search,Spain
U09990,2025-08-31,Paid Search,Germany
U09991,2025-05-08,Organic,Spain
U09992,2025-04-15,Paid Social,Spain
U09993,2025-01-10,Paid Search,Germany
U09994,2025-12-22,Paid Social,Spain
U09995,2025-05-28,Affiliate,Germany
U09996,2025-12-31,Organic,UK
U09997,2025-12-30,Affiliate,UK
U09998,2025-05-20,Paid Search,UK
U09999,2025-07-09,Paid Search,UK
U10000,2025-04-04,Paid Social,UK
U10001,2025-08-17,Paid Search,Spain
U10002,2025-03-04,Organic,Spain
U10003,2025-12-06,Paid Social,Spain
U10004,2025-01-25,Paid Social,France
U10005,2025-09-25,Affiliate,France
U10006,2025-10-08,Partnerships,Germany
U10007,2025-01-11,Affiliate,France
U10008,2025-11-16,Organic,UK
U10009,2025-07-20,Affiliate,UK
U10010,2025-05-06,Organic,UK
U10011,2025-11-02,Partnerships,Germany
U10012,2025-07-09,Paid Search,Germany
U10013,2025-03-30,Paid Search,Germany
U10014,2025-12-21,Organic,Germany
U10015,2025-04-26,Organic,Spain
U10016,2025-12-18,Partnerships,Germany
U10017,2025-06-26,Partnerships,Germany
U10018,2025-01-14,Paid Social,France
U10019,2025-09-14,Affiliate,Spain
U10020,2025-07-28,Organic,UK
U10021,2025-10-08,Organic,France
U10022,2025-11-24,Paid Social,Germany
U10023,2025-11-21,Paid Social,UK
U10024,2025-04-15,Paid Social,UK
U10025,2025-05-27,Paid Social,UK
U10026,2025-10-06,Paid Social,France
U10027,2025-01-09,Affiliate,Spain
U10028,2025-04-28,Paid Search,Spain
U10029,2025-04-04,Organic,UK
U10030,2025-05-24,Partnerships,Germany
U10031,2025-10-16,Organic,Spain
U10032,2025-01-14,Organic,Spain
U10033,2025-09-14,Affiliate,Germany
U10034,2025-12-12,Organic,France
U10035,2025-07-05,Paid Social,France
U10036,2025-12-11,Organic,Germany
U10037,2025-07-26,Paid Search,France
U10038,2025-12-12,Organic,UK
U10039,2025-06-21,Paid Social,Spain
U10040,2025-09-27,Paid Search,France
U10041,2025-08-09,Paid Social,UK
U10042,2025-06-01,Affiliate,UK
U10043,2025-04-21,Paid Search,UK
U10044,2025-07-02,Affiliate,UK
U10045,2025-12-05,Organic,UK
U10046,2025-03-13,Paid Social,Germany
U10047,2025-10-10,Affiliate,Spain
U10048,2025-03-15,Paid Social,Spain
U10049,2025-12-21,Affiliate,Germany
U10050,2025-08-03,Partnerships,Germany
U10051,2025-11-24,Paid Social,UK
U10052,2025-01-23,Organic,France
U10053,2025-03-09,Affiliate,Spain
U10054,2025-12-28,Organic,France
U10055,2025-04-03,Partnerships,Spain
U10056,2025-11-17,Organic,UK
U10057,2025-11-20,Paid Search,France
U10058,2025-03-04,Paid Search,Spain
U10059,2025-08-12,Paid Social,Spain
U10060,2025-08-13,Organic,UK
U10061,2025-12-12,Paid Search,France
U10062,2025-12-03,Organic,UK
U10063,2025-04-13,Paid Search,France
U10064,2025-08-03,Paid Search,France
U10065,2025-07-11,Paid Search,Spain
U10066,2025-06-09,Affiliate,Germany
U10067,2025-07-26,Organic,France
U10068,2025-09-26,Paid Social,France
U10069,2025-07-13,Affiliate,UK
U10070,2025-06-01,Paid Search,France
U10071,2025-08-25,Affiliate,France
U10072,2025-03-29,Paid Search,France
U10073,2025-01-11,Paid Social,France
U10074,2025-07-06,Partnerships,France
U10075,2025-08-02,Affiliate,Germany
U10076,2025-01-15,Paid Search,Spain
U10077,2025-09-23,Paid Search,France
U10078,2025-10-24,Partnerships,UK
U10079,2025-03-14,Organic,UK
U10080,2025-02-21,Organic,France
U10081,2025-05-08,Organic,France
U10082,2025-01-28,Organic,France
U10083,2025-03-06,Paid Social,Germany
U10084,2025-01-17,Paid Social,Spain
U10085,2025-12-17,Paid Search,UK
U10086,2025-05-18,Paid Social,Germany
U10087,2025-11-15,Partnerships,Germany
U10088,2025-08-17,Organic,France
U10089,2025-09-11,Paid Social,Spain
U10090,2025-07-29,Affiliate,France
U10091,2025-10-21,Partnerships,UK
U10092,2025-08-19,Affiliate,Spain
U10093,2025-08-29,Paid Social,France
U10094,2025-03-11,Organic,UK
U10095,2025-04-14,Paid Search,Germany
U10096,2025-07-23,Organic,UK
U10097,2025-02-22,Organic,UK
U10098,2025-11-26,Paid Social,UK
U10099,2025-02-23,Paid Social,Spain
U10100,2025-10-03,Partnerships,Germany
U10101,2025-12-01,Paid Social,Spain
U10102,2025-01-31,Paid Search,Germany
U10103,2025-05-15,Organic,France
U10104,2025-02-27,Paid Social,France
U10105,2025-04-15,Paid Search,UK
U10106,2025-09-23,Affiliate,UK
U10107,2025-01-10,Paid Search,Spain
U10108,2025-09-10,Paid Search,Germany
U10109,2025-10-22,Affiliate,Germany
U10110,2025-06-05,Paid Social,Germany
U10111,2025-06-07,Affiliate,UK
U10112,2025-02-06,Organic,UK
U10113,2025-04-29,Organic,Germany
U10114,2025-03-08,Paid Search,UK
U10115,2025-08-30,Paid Search,Germany
U10116,2025-10-26,Affiliate,Spain
U10117,2025-08-01,Affiliate,France
U10118,2025-11-04,Organic,Germany
U10119,2025-04-11,Affiliate,UK
U10120,2025-02-25,Paid Search,Spain
U10121,2025-11-28,Paid Social,UK
U10122,2025-11-20,Organic,UK
U10123,2025-08-27,Organic,UK
U10124,2025-08-19,Paid Search,Germany
U10125,2025-12-28,Affiliate,Spain
U10126,2025-04-02,Paid Search,Germany
U10127,2025-10-06,Paid Social,France
U10128,2025-04-19,Paid Search,Germany
U10129,2025-11-13,Organic,France
U10130,2025-06-17,Affiliate,Spain
U10131,2025-10-27,Organic,Spain
U10132,2025-08-06,Organic,Germany
U10133,2025-08-10,Paid Search,Germany
U10134,2025-06-10,Partnerships,UK
U10135,2025-01-16,Organic,France
U10136,2025-10-05,Affiliate,UK
U10137,2025-02-26,Affiliate,UK
U10138,2025-03-03,Paid Social,Spain
U10139,2025-12-29,Partnerships,Germany
U10140,2025-11-23,Paid Social,Spain
U10141,2025-08-30,Paid Social,Germany
U10142,2025-03-31,Paid Search,Spain
U10143,2025-03-13,Paid Search,Spain
U10144,2025-11-22,Paid Search,Spain
U10145,2025-01-30,Paid Search,France
U10146,2025-12-25,Paid Social,Spain
U10147,2025-10-15,Paid Search,France
U10148,2025-03-27,Paid Search,Spain
U10149,2025-08-22,Organic,Germany
U10150,2025-08-23,Organic,France
U10151,2025-11-09,Organic,Germany
U10152,2025-12-31,Organic,Germany
U10153,2025-09-22,Paid Search,Germany
U10154,2025-10-14,Paid Search,France
U10155,2025-11-23,Paid Social,UK
U10156,2025-09-26,Organic,France
U10157,2025-07-05,Organic,UK
U10158,2025-05-11,Paid Social,France
U10159,2025-10-18,Paid Search,Spain
U10160,2025-10-04,Affiliate,UK
U10161,2025-11-16,Paid Social,Spain
U10162,2025-12-17,Affiliate,UK
U10163,2025-06-29,Organic,France
U10164,2025-10-17,Affiliate,France
U10165,2025-06-12,Organic,UK
U10166,2025-09-28,Paid Social,Spain
U10167,2025-04-06,Affiliate,Germany
U10168,2025-09-19,Organic,UK
U10169,2025-12-31,Affiliate,UK
U10170,2025-12-19,Affiliate,Spain
U10171,2025-10-15,Partnerships,Germany
U10172,2025-03-24,Organic,UK
U10173,2025-08-13,Paid Search,Germany
U10174,2025-08-11,Paid Social,Germany
U10175,2025-04-28,Paid Social,France
U10176,2025-07-11,Organic,Spain
U10177,2025-03-20,Organic,UK
U10178,2025-03-19,Paid Search,UK
U10179,2025-05-27,Paid Search,Germany
U10180,2025-04-17,Organic,UK
U10181,2025-09-28,Paid Social,Germany
U10182,2025-09-01,Paid Search,UK
U10183,2025-03-14,Paid Search,Spain
U10184,2025-12-23,Paid Social,UK
U10185,2025-12-20,Partnerships,Germany
U10186,2025-01-26,Paid Social,Germany
U10187,2025-07-29,Affiliate,UK
U10188,2025-04-02,Organic,UK
U10189,2025-05-05,Paid Search,Germany
U10190,2025-03-14,Paid Search,France
U10191,2025-05-03,Organic,France
U10192,2025-11-05,Organic,UK
U10193,2025-07-03,Paid Social,Spain
U10194,2025-07-06,Paid Social,UK
U10195,2025-07-17,Paid Social,Spain
U10196,2025-03-19,Affiliate,UK
U10197,2025-12-14,Paid Search,Germany
U10198,2025-07-05,Paid Social,UK
U10199,2025-12-10,Paid Search,Spain
U10200,2025-09-10,Organic,Spain
U10201,2025-01-13,Paid Social,UK
U10202,2025-10-26,Affiliate,UK
U10203,2025-03-17,Paid Search,France
U10204,2025-02-20,Paid Search,UK
U10205,2025-10-02,Partnerships,UK
U10206,2025-05-29,Organic,Germany
U10207,2025-08-07,Partnerships,Spain
U10208,2025-05-02,Partnerships,France
U10209,2025-07-30,Paid Search,Germany
U10210,2025-10-07,Partnerships,UK
U10211,2025-01-26,Paid Search,Spain
U10212,2025-06-22,Paid Search,UK
U10213,2025-06-05,Organic,UK
U10214,2025-08-26,Organic,UK
U10215,2025-03-23,Partnerships,UK
U10216,2025-12-22,Organic,Spain
U10217,2025-09-30,Organic,Germany
U10218,2025-03-09,Paid Search,UK
U10219,2025-02-13,Organic,UK
U10220,2025-03-02,Affiliate,France
U10221,2025-05-03,Organic,France
U10222,2025-12-15,Partnerships,Spain
U10223,2025-07-15,Affiliate,UK
U10224,2025-11-26,Partnerships,UK
U10225,2025-11-19,Paid Social,UK
U10226,2025-04-21,Organic,Spain
U10227,2025-09-15,Paid Search,Spain
U10228,2025-03-30,Paid Social,UK
U10229,2025-07-17,Paid Search,UK
U10230,2025-10-09,Paid Social,Spain
U10231,2025-07-19,Paid Search,UK
U10232,2025-04-09,Paid Search,Germany
U10233,2025-01-27,Paid Social,Germany
U10234,2025-03-30,Paid Social,Spain
U10235,2025-05-26,Paid Search,Germany
U10236,2025-07-01,Paid Social,France
U10237,2025-09-14,Organic,UK
U10238,2025-07-08,Paid Search,France
U10239,2025-08-28,Paid Social,France
U10240,2025-12-25,Paid Search,France
U10241,2025-07-15,Paid Search,Germany
U10242,2025-10-24,Partnerships,UK
U10243,2025-06-14,Paid Social,UK
U10244,2025-11-03,Paid Social,Spain
U10245,2025-09-28,Paid Search,France
U10246,2025-01-08,Partnerships,Germany
U10247,2025-02-07,Organic,France
U10248,2025-04-24,Paid Search,France
U10249,2025-12-05,Paid Search,UK
U10250,2025-02-25,Paid Search,Spain
U10251,2025-12-25,Partnerships,Germany
U10252,2025-05-18,Paid Search,UK
U10253,2025-04-12,Paid Social,France
U10254,2025-11-30,Paid Search,UK
U10255,2025-06-26,Paid Search,France
U10256,2025-06-18,Paid Search,Germany
U10257,2025-12-05,Paid Social,UK
U10258,2025-10-13,Paid Search,UK
U10259,2025-09-18,Paid Social,UK
U10260,2025-08-11,Affiliate,UK
U10261,2025-07-18,Paid Social,UK
U10262,2025-07-30,Partnerships,Germany
U10263,2025-10-14,Partnerships,Spain
U10264,2025-06-29,Partnerships,Germany
U10265,2025-09-07,Organic,UK
U10266,2025-08-19,Paid Search,France
U10267,2025-01-23,Paid Search,France
U10268,2025-02-17,Affiliate,UK
U10269,2025-04-19,Affiliate,Spain
U10270,2025-10-23,Affiliate,UK
U10271,2025-01-06,Paid Search,Germany
U10272,2025-02-07,Affiliate,Spain
U10273,2025-06-18,Organic,Spain
U10274,2025-12-22,Paid Social,Germany
U10275,2025-10-10,Organic,Spain
U10276,2025-07-22,Paid Social,UK
U10277,2025-11-21,Paid Search,UK
U10278,2025-11-09,Paid Social,France
U10279,2025-09-30,Paid Social,Germany
U10280,2025-09-01,Affiliate,Spain
U10281,2025-11-23,Affiliate,Spain
U10282,2025-02-16,Affiliate,Spain
U10283,2025-09-06,Paid Search,UK
U10284,2025-03-20,Paid Social,Germany
U10285,2025-04-20,Paid Social,UK
U10286,2025-01-13,Organic,Spain
U10287,2025-12-31,Paid Social,UK
U10288,2025-03-31,Organic,Spain
U10289,2025-12-08,Paid Social,Spain
U10290,2025-12-14,Paid Search,UK
U10291,2025-10-07,Paid Search,Spain
U10292,2025-08-09,Paid Social,UK
U10293,2025-03-14,Organic,France
U10294,2025-08-22,Partnerships,UK
U10295,2025-09-17,Organic,France
U10296,2025-04-23,Organic,France
U10297,2025-02-15,Affiliate,UK
U10298,2025-10-01,Partnerships,Germany
U10299,2025-02-12,Affiliate,Germany
U10300,2025-07-27,Partnerships,UK
U10301,2025-12-15,Paid Social,UK
U10302,2025-04-13,Paid Social,Spain
U10303,2025-05-04,Affiliate,Spain
U10304,2025-01-10,Paid Search,UK
U10305,2025-11-25,Paid Social,Germany
U10306,2025-07-06,Organic,Spain
U10307,2025-01-31,Paid Social,Spain
U10308,2025-06-05,Affiliate,Germany
U10309,2025-03-01,Paid Search,UK
U10310,2025-09-06,Organic,Germany
U10311,2025-09-27,Paid Social,France
U10312,2025-08-05,Organic,Spain
U10313,2025-01-02,Organic,Spain
U10314,2025-01-24,Organic,Spain
U10315,2025-07-25,Paid Search,Germany
U10316,2025-11-16,Paid Social,Germany
U10317,2025-07-18,Organic,UK
U10318,2025-12-22,Organic,Spain
U10319,2025-04-24,Organic,France
U10320,2025-10-07,Affiliate,UK
U10321,2025-06-04,Paid Social,Germany
U10322,2025-06-14,Paid Search,France
U10323,2025-08-10,Organic,UK
U10324,2025-04-01,Partnerships,Germany
U10325,2025-06-16,Paid Search,France
U10326,2025-07-26,Paid Search,UK
U10327,2025-10-09,Affiliate,France
U10328,2025-03-06,Partnerships,Germany
U10329,2025-01-04,Paid Search,UK
U10330,2025-06-06,Paid Search,Germany
U10331,2025-09-06,Paid Search,Spain
U10332,2025-09-14,Paid Search,Spain
U10333,2025-08-23,Organic,France
U10334,2025-11-02,Partnerships,Spain
U10335,2025-03-15,Partnerships,Germany
U10336,2025-07-06,Organic,France
U10337,2025-03-03,Paid Social,UK
U10338,2025-12-03,Organic,Germany
U10339,2025-06-13,Organic,UK
U10340,2025-02-25,Partnerships,UK
U10341,2025-04-21,Paid Social,UK
U10342,2025-08-06,Partnerships,UK
U10343,2025-08-28,Organic,Germany
U10344,2025-01-21,Paid Search,Spain
U10345,2025-05-21,Paid Social,Germany
U10346,2025-09-22,Organic,Spain
U10347,2025-05-19,Organic,UK
U10348,2025-03-11,Paid Social,Spain
U10349,2025-04-28,Paid Social,UK
U10350,2025-07-17,Paid Social,France
U10351,2025-07-24,Paid Social,UK
U10352,2025-08-02,Organic,Spain
U10353,2025-02-25,Paid Search,France
U10354,2025-10-14,Paid Social,France
U10355,2025-10-20,Organic,UK
U10356,2025-06-24,Paid Social,Germany
U10357,2025-12-13,Organic,Spain
U10358,2025-05-08,Paid Social,France
U10359,2025-11-21,Organic,Germany
U10360,2025-10-19,Organic,UK
U10361,2025-10-15,Paid Social,UK
U10362,2025-08-14,Organic,UK
U10363,2025-03-05,Organic,UK
U10364,2025-02-17,Organic,Spain
U10365,2025-07-21,Paid Social,France
U10366,2025-12-03,Paid Social,Spain
U10367,2025-03-01,Paid Social,France
U10368,2025-09-14,Paid Social,Germany
U10369,2025-03-06,Paid Social,Germany
U10370,2025-08-27,Paid Search,France
U10371,2025-10-16,Partnerships,UK
U10372,2025-02-07,Affiliate,Germany
U10373,2025-01-25,Organic,Spain
U10374,2025-02-28,Organic,France
U10375,2025-12-23,Paid Social,Germany
U10376,2025-10-24,Affiliate,France
U10377,2025-06-07,Organic,UK
U10378,2025-02-26,Paid Search,France
U10379,2025-02-17,Paid Search,Germany
U10380,2025-11-24,Organic,France
U10381,2025-02-25,Paid Search,Germany
U10382,2025-03-06,Organic,Germany
U10383,2025-09-25,Organic,Germany
U10384,2025-03-10,Paid Social,Spain
U10385,2025-08-04,Organic,UK
U10386,2025-03-30,Paid Social,UK
U10387,2025-10-08,Organic,France
U10388,2025-09-14,Organic,France
U10389,2025-06-09,Paid Search,Germany
U10390,2025-08-22,Affiliate,UK
U10391,2025-05-11,Affiliate,France
U10392,2025-02-18,Paid Search,France
U10393,2025-05-27,Organic,UK
U10394,2025-11-12,Paid Social,Germany
U10395,2025-01-02,Affiliate,France
U10396,2025-11-25,Paid Search,Germany
U10397,2025-05-25,Affiliate,UK
U10398,2025-03-02,Organic,UK
U10399,2025-09-30,Affiliate,France
U10400,2025-02-18,Organic,France
