week,country,channel,converted_users,users_with_cpa,users_missing_cpa,profitable_users,non_profitable_users,pct_profitable_users,total_5week_profit,avg_5week_profit_per_user,total_5week_revenue,cohort_cpa_per_user,cohort_spend
2025-09-01,UK,Affiliate,7,7,0,0,7,0.0,-4170.1200000000008,-595.73142857142864,331.35,643.06714285714293,4501.47
2025-09-01,UK,Organic,11,11,0,0,11,0.0,-8714.2499999999982,-792.20454545454538,111.16,802.31,8825.41
2025-09-01,UK,Paid Search,8,8,0,0,8,0.0,-3828.76,-478.59499999999997,234.01,507.84625,4062.77
2025-09-01,UK,Paid Social,11,11,0,0,11,0.0,-14851.959999999997,-1350.1781818181819,177.32,1366.2981818181818,15029.28
2025-09-01,UK,Partnerships,8,8,0,0,8,0.0,-17190.85,-2148.85625,195.54,2173.29875,17386.39
2025-09-08,France,Affiliate,8,8,0,0,8,0.0,-9462.0800000000017,-1182.76,163.33,1203.17625,9625.41
2025-09-08,France,Organic,7,7,0,0,7,0.0,-11537.029999999999,-1648.1471428571429,202.93,1677.1371428571426,11739.96
2025-09-08,France,Paid Search,6,6,0,0,6,0.0,-895.89999999999986,-149.31666666666666,51.27,157.86166666666665,947.17
2025-09-08,France,Paid Social,8,8,0,0,8,0.0,-5235.29,-654.41125,0.0,654.41125,5235.29
2025-09-08,France,Partnerships,7,7,0,0,7,0.0,-13546.7,-1935.2428571428572,0.0,1935.2428571428572,13546.7
2025-09-08,Germany,Affiliate,8,8,0,0,8,0.0,-12918.559999999998,-1614.82,427.4,1668.245,13345.96
2025-09-08,Germany,Organic,11,11,0,0,11,0.0,-18027.29,-1638.8445454545456,144.32,1651.9645454545455,18171.61
2025-09-08,Germany,Paid Search,17,17,0,0,17,0.0,-16023.220000000003,-942.54235294117655,138.19,950.67117647058819,16161.41
2025-09-08,Germany,Paid Social,15,15,0,0,15,0.0,-11798.74,-786.58266666666668,663.44,830.812,12462.18
2025-09-08,Germany,Partnerships,7,0,7,0,0,,,,388.44,,
2025-09-08,Spain,Affiliate,5,5,0,0,5,0.0,-11295.63,-2259.1259999999997,244.94,2308.114,11540.57
2025-09-08,Spain,Organic,17,17,0,0,17,0.0,-18393.849999999995,-1081.9911764705882,523.81999999999994,1112.8041176470588,18917.67
2025-09-08,Spain,Paid Search,10,0,10,0,0,,,,130.95,,
2025-09-08,Spain,Paid Social,13,13,0,0,13,0.0,-18191.760000000006,-1399.3661538461538,204.85,1415.1238461538462,18396.61
2025-09-08,Spain,Partnerships,4,4,0,0,4,0.0,-685.0,-171.25,0.0,171.25,685.0
2025-09-08,UK,Affiliate,6,6,0,0,6,0.0,-1921.7600000000002,-320.29333333333335,102.05,337.30166666666668,2023.81
2025-09-08,UK,Organic,19,19,0,0,19,0.0,-16187.72,-851.98526315789456,258.05,865.56684210526316,16445.77
2025-09-08,UK,Paid Search,10,10,0,0,10,0.0,-8715.0399999999991,-871.50399999999991,119.92,883.49599999999987,8834.96
2025-09-08,UK,Paid Social,10,10,0,0,10,0.0,-15594.739999999998,-1559.474,330.57000000000005,1592.531,15925.31
2025-09-08,UK,Partnerships,1,0,1,0,0,,,,0.0,,
2025-09-15,France,Affiliate,9,0,9,0,0,,,,347.52,,
2025-09-15,France,Organic,12,12,0,0,12,0.0,-4885.08,-407.09000000000003,309.76,432.90333333333336,5194.84
2025-09-15,France,Paid Search,5,5,0,0,5,0.0,-5632.2599999999993,-1126.4519999999998,149.77,1156.406,5782.03
2025-09-15,France,Paid Social,18,18,0,0,18,0.0,-2554.31,-141.90611111111107,142.96,149.84833333333333,2697.27
2025-09-15,France,Partnerships,6,6,0,0,6,0.0,-11707.500000000002,-1951.2500000000002,115.78,1970.5466666666669,11823.28
2025-09-15,Germany,Affiliate,7,7,0,0,7,0.0,-766.99000000000012,-109.57000000000001,122.09,127.01142857142858,889.08
2025-09-15,Germany,Organic,10,10,0,0,10,0.0,-18524.58,-1852.4580000000003,18.23,1854.2810000000002,18542.81
2025-09-15,Germany,Paid Search,8,8,0,0,8,0.0,-17288.850000000002,-2161.10625,0.0,2161.10625,17288.85
2025-09-15,Germany,Paid Social,11,11,0,0,11,0.0,-6314.62,-574.05636363636359,517.97,621.14454545454544,6832.59
2025-09-15,Germany,Partnerships,4,4,0,0,4,0.0,-14443.499999999998,-3610.875,72.71,3629.0525,14516.21
2025-09-15,Spain,Affiliate,12,12,0,0,12,0.0,-7070.2000000000007,-589.18333333333339,116.63,598.9025,7186.83
2025-09-15,Spain,Organic,12,12,0,0,12,0.0,-4059.2500000000005,-338.27083333333331,49.74,342.4158333333333,4108.99
2025-09-15,Spain,Paid Search,15,15,0,0,15,0.0,-6322.97,-421.53133333333335,0.0,421.53133333333335,6322.97
2025-09-15,Spain,Paid Social,14,14,0,0,14,0.0,-18203.72,-1300.2657142857142,164.72,1312.0314285714285,18368.44
2025-09-15,Spain,Partnerships,5,5,0,0,5,0.0,-12571.18,-2514.2360000000003,208.08999999999997,2555.8540000000003,12779.27
2025-09-15,UK,Affiliate,10,10,0,0,10,0.0,-5233.8400000000011,-523.384,54.57,528.841,5288.41
2025-09-15,UK,Organic,9,0,9,0,0,,,,0.0,,
2025-09-15,UK,Paid Search,9,0,9,0,0,,,,122.56,,
2025-09-15,UK,Paid Social,15,15,0,0,15,0.0,-2867.04,-191.136,603.58,231.37466666666666,3470.62
2025-09-15,UK,Partnerships,3,0,3,0,0,,,,0.0,,
2025-09-22,France,Affiliate,8,8,0,0,8,0.0,-7552.4799999999977,-944.06,0.0,944.06,7552.48
2025-09-22,France,Organic,7,7,0,0,7,0.0,-3601.1200000000008,-514.4457142857143,0.0,514.4457142857143,3601.12
2025-09-22,France,Paid Search,15,15,0,0,15,0.0,-9448.0799999999981,-629.872,323.32000000000005,651.42666666666662,9771.4
2025-09-22,France,Paid Social,15,0,15,0,0,,,,304.33,,
2025-09-22,France,Partnerships,3,0,3,0,0,,,,0.0,,
2025-09-22,Germany,Affiliate,7,7,0,0,7,0.0,-2706.09,-386.58428571428578,103.00999999999999,401.3,2809.1
2025-09-22,Germany,Organic,17,17,0,0,17,0.0,-6891.7300000000005,-405.39588235294116,392.26,428.46999999999997,7283.99
2025-09-22,Germany,Paid Search,20,20,0,0,20,0.0,-18161.62,-908.081,703.21,943.24150000000009,18864.83
2025-09-22,Germany,Paid Social,16,16,0,0,16,0.0,-15930.8,-995.67500000000018,334.32,1016.57,16265.12
2025-09-22,Germany,Partnerships,4,0,4,0,0,,,,148.79,,
2025-09-22,Spain,Affiliate,12,12,0,0,12,0.0,-3695.46,-307.95500000000004,97.56,316.085,3793.02
2025-09-22,Spain,Organic,13,13,0,0,13,0.0,-19850.989999999998,-1526.9992307692307,64.65,1531.9723076923076,19915.64
2025-09-22,Spain,Paid Search,5,5,0,0,5,0.0,-4265.15,-853.03000000000009,251.79999999999998,903.39,4516.95
2025-09-22,Spain,Paid Social,10,10,0,0,10,0.0,-17993.24,-1799.3239999999998,24.64,1801.788,18017.88
2025-09-22,Spain,Partnerships,10,10,0,0,10,0.0,-13872.01,-1387.201,183.43,1405.544,14055.44
2025-09-22,UK,Affiliate,10,10,0,1,9,0.1,-633.37,-63.336999999999996,342.42,97.579,975.79
2025-09-22,UK,Organic,15,15,0,0,15,0.0,-17355.859999999997,-1157.0573333333334,116.96,1164.8546666666666,17472.82
2025-09-22,UK,Paid Search,11,11,0,0,11,0.0,-7243.26,-658.47818181818184,330.08000000000004,688.48545454545456,7573.34
2025-09-22,UK,Paid Social,20,20,0,1,19,0.05,-2844.5299999999988,-142.22649999999996,447.65,164.60899999999998,3292.18
2025-09-22,UK,Partnerships,6,6,0,0,6,0.0,-3127.3999999999996,-521.23333333333335,169.46,549.47666666666669,3296.86
2025-09-29,France,Affiliate,8,8,0,0,8,0.0,-4045.25,-505.65625000000006,225.58999999999997,533.855,4270.84
2025-09-29,France,Organic,10,10,0,0,10,0.0,-5199.5099999999993,-519.95100000000014,99.23,529.874,5298.74
2025-09-29,France,Paid Search,13,13,0,0,13,0.0,-1773.2800000000002,-136.40615384615384,205.8,152.23692307692306,1979.08
2025-09-29,France,Paid Social,10,10,0,0,10,0.0,-2862.7299999999996,-286.27299999999997,316.08000000000004,317.881,3178.81
2025-09-29,France,Partnerships,5,5,0,0,5,0.0,-12835.25,-2567.0499999999997,70.16,2581.082,12905.41
2025-09-29,Germany,Affiliate,8,8,0,0,8,0.0,-13102.05,-1637.75625,290.09,1674.0175,13392.14
2025-09-29,Germany,Organic,16,0,16,0,0,,,,341.32,,
2025-09-29,Germany,Paid Search,16,16,0,0,16,0.0,-11745.140000000003,-734.07125000000008,35.53,736.291875,11780.67
2025-09-29,Germany,Paid Social,11,11,0,0,11,0.0,-17502.76,-1591.16,179.17,1607.4481818181819,17681.93
2025-09-29,Germany,Partnerships,9,9,0,0,9,0.0,-12791.230000000001,-1421.2477777777776,38.26,1425.4988888888888,12829.49
2025-09-29,Spain,Affiliate,5,5,0,0,5,0.0,-11658.870000000003,-2331.7740000000003,173.3,2366.434,11832.17
2025-09-29,Spain,Organic,12,12,0,0,12,0.0,-17865.14,-1488.7616666666665,70.48,1494.635,17935.62
2025-09-29,Spain,Paid Search,9,9,0,0,9,0.0,-8261.3,-917.92222222222222,224.44,942.86,8485.74
2025-09-29,Spain,Paid Social,13,13,0,0,13,0.0,-7324.2199999999993,-563.40153846153851,20.83,565.00384615384621,7345.05
2025-09-29,Spain,Partnerships,7,7,0,0,7,0.0,-17615.760000000002,-2516.5371428571425,134.58,2535.7628571428572,17750.34
2025-09-29,UK,Affiliate,12,12,0,0,12,0.0,-2788.78,-232.3983333333334,60.64,237.45166666666668,2849.42
2025-09-29,UK,Organic,12,12,0,0,12,0.0,-8969.2500000000018,-747.4375,94.95,755.35,9064.2
2025-09-29,UK,Paid Search,17,17,0,0,17,0.0,-11592.529999999999,-681.91352941176478,688.83,722.43294117647065,12281.36
2025-09-29,UK,Paid Social,13,13,0,0,13,0.0,-3881.2600000000011,-298.55846153846153,177.18,312.18769230769232,4058.44
2025-09-29,UK,Partnerships,8,0,8,0,0,,,,87.64,,
2025-10-06,France,Affiliate,7,7,0,0,7,0.0,-14384.1,-2054.8714285714286,0.0,2054.8714285714286,14384.1
2025-10-06,France,Organic,12,12,0,0,12,0.0,-16007.819999999998,-1333.9850000000001,81.78,1340.8,16089.6
2025-10-06,France,Paid Search,14,14,0,0,14,0.0,-5980.4100000000008,-427.17214285714283,376.82000000000005,454.0878571428571,6357.23
2025-10-06,France,Paid Social,14,14,0,0,14,0.0,-10626.290000000003,-759.02071428571435,599.70999999999992,801.85714285714289,11226.0
2025-10-06,France,Partnerships,3,3,0,0,3,0.0,-16413.91,-5471.3033333333333,67.78,5493.8966666666665,16481.69
2025-10-06,Germany,Affiliate,6,0,6,0,0,,,,133.58,,
2025-10-06,Germany,Organic,14,14,0,0,14,0.0,-7333.7199999999993,-523.83714285714279,326.93,547.18928571428569,7660.65
2025-10-06,Germany,Paid Search,14,14,0,0,14,0.0,-14915.289999999997,-1065.3778571428575,216.97,1080.8757142857144,15132.26
2025-10-06,Germany,Paid Social,12,12,0,0,12,0.0,-17212.899999999994,-1434.4083333333335,52.37,1438.7725,17265.27
2025-10-06,Germany,Partnerships,5,5,0,0,5,0.0,-470.45999999999992,-94.091999999999985,71.82,108.45599999999999,542.28
2025-10-06,Spain,Affiliate,13,0,13,0,0,,,,215.39,,
2025-10-06,Spain,Organic,10,10,0,0,10,0.0,-3298.8899999999994,-329.889,54.9,335.379,3353.79
2025-10-06,Spain,Paid Search,18,18,0,0,18,0.0,-11434.529999999997,-635.25166666666678,249.81,649.13,11684.34
2025-10-06,Spain,Paid Social,20,20,0,0,20,0.0,-7030.66,-351.53300000000007,707.99,386.9325,7738.65
2025-10-06,Spain,Partnerships,2,2,0,0,2,0.0,-17783.02,-8891.51,0.0,8891.51,17783.02
2025-10-06,UK,Affiliate,9,9,0,0,9,0.0,-6298.7300000000005,-699.85888888888894,241.66,726.71,6540.39
2025-10-06,UK,Organic,13,13,0,0,13,0.0,-15742.480000000005,-1210.96,660.81,1261.7915384615385,16403.29
2025-10-06,UK,Paid Search,15,15,0,0,15,0.0,-11164.549999999996,-744.30333333333328,494.3,777.25666666666666,11658.85
2025-10-06,UK,Paid Social,14,14,0,0,14,0.0,-9591.3499999999985,-685.09642857142865,632.25,730.25714285714287,10223.6
2025-10-06,UK,Partnerships,6,0,6,0,0,,,,0.0,,
2025-10-13,France,Affiliate,7,7,0,0,7,0.0,-15242.300000000003,-2177.4714285714285,48.31,2184.3728571428574,15290.61
2025-10-13,France,Organic,16,16,0,0,16,0.0,-15823.029999999997,-988.93937499999993,268.77,1005.7375,16091.8
2025-10-13,France,Paid Search,13,13,0,0,13,0.0,-17794.47,-1368.8053846153848,139.62,1379.5453846153846,17934.09
2025-10-13,France,Paid Social,16,16,0,0,16,0.0,-13516.029999999999,-844.75187500000015,569.07999999999993,880.319375,14085.11
2025-10-13,France,Partnerships,10,10,0,0,10,0.0,-14399.900000000003,-1439.99,411.11,1481.101,14811.01
2025-10-13,Germany,Affiliate,13,0,13,0,0,,,,242.05999999999997,,
2025-10-13,Germany,Organic,10,10,0,1,9,0.1,-596.03,-59.602999999999994,143.77999999999997,73.981,739.81
2025-10-13,Germany,Paid Search,12,12,0,0,12,0.0,-18353.66,-1529.4716666666668,69.78,1535.2866666666666,18423.44
2025-10-13,Germany,Paid Social,9,9,0,0,9,0.0,-6161.4999999999991,-684.61111111111109,25.24,687.41555555555556,6186.74
2025-10-13,Germany,Partnerships,8,8,0,0,8,0.0,-7783.04,-972.88000000000011,114.52,987.195,7897.56
2025-10-13,Spain,Affiliate,7,7,0,0,7,0.0,-4209.77,-601.39571428571435,185.73000000000002,627.92857142857144,4395.5
2025-10-13,Spain,Organic,13,13,0,0,13,0.0,-1205.8500000000001,-92.757692307692324,197.56,107.95461538461539,1403.41
2025-10-13,Spain,Paid Search,14,14,0,0,14,0.0,-5210.4999999999991,-372.17857142857139,304.98,393.9628571428571,5515.48
2025-10-13,Spain,Paid Social,12,12,0,0,12,0.0,-19231.53,-1602.6275,406.70000000000005,1636.5191666666667,19638.23
2025-10-13,Spain,Partnerships,6,6,0,0,6,0.0,-8187.81,-1364.635,0.0,1364.635,8187.81
2025-10-13,UK,Affiliate,6,6,0,0,6,0.0,-15634.86,-2605.8100000000004,331.02000000000004,2660.98,15965.88
2025-10-13,UK,Organic,19,19,0,0,19,0.0,-16465.310000000005,-866.59526315789492,452.75,890.42421052631585,16918.06
2025-10-13,UK,Paid Search,11,11,0,0,11,0.0,-5869.7400000000016,-533.61272727272728,204.43,552.19727272727278,6074.17
2025-10-13,UK,Paid Social,18,18,0,2,16,0.1111111111111111,-980.51999999999975,-54.473333333333336,576.54,86.50333333333333,1557.06
2025-10-13,UK,Partnerships,7,7,0,0,7,0.0,-7152.8899999999994,-1021.8414285714287,179.98000000000002,1047.5528571428572,7332.87
2025-10-20,France,Affiliate,9,9,0,0,9,0.0,-4172.73,-463.6366666666666,514.59999999999991,520.81444444444446,4687.33
2025-10-20,France,Organic,10,10,0,0,10,0.0,-7593.18,-759.318,507.16999999999996,810.03500000000008,8100.35
2025-10-20,France,Paid Search,11,0,11,0,0,,,,55.75,,
2025-10-20,France,Paid Social,13,0,13,0,0,,,,414.18,,
2025-10-20,France,Partnerships,4,4,0,0,4,0.0,-6508.3899999999994,-1627.0974999999999,23.01,1632.85,6531.4
2025-10-20,Germany,Affiliate,10,10,0,0,10,0.0,-12001.829999999996,-1200.183,52.07,1205.3899999999999,12053.9
2025-10-20,Germany,Organic,7,7,0,0,7,0.0,-8500.6999999999989,-1214.3857142857144,53.33,1222.0042857142857,8554.03
2025-10-20,Germany,Paid Search,9,0,9,0,0,,,,498.16999999999996,,
2025-10-20,Germany,Paid Social,11,11,0,1,10,0.090909090909090912,-1064.8100000000004,-96.8009090909091,182.92000000000002,113.43,1247.73
2025-10-20,Germany,Partnerships,3,3,0,0,3,0.0,-16817.120000000003,-5605.7066666666669,32.35,5616.4900000000007,16849.47
2025-10-20,Spain,Affiliate,5,5,0,0,5,0.0,-8285.87,-1657.1740000000002,0.0,1657.1740000000002,8285.87
2025-10-20,Spain,Organic,9,9,0,0,9,0.0,-12523.800000000001,-1391.5333333333335,146.45,1407.8055555555557,12670.25
2025-10-20,Spain,Paid Search,12,12,0,0,12,0.0,-4366.73,-363.89416666666671,361.86,394.04916666666668,4728.59
2025-10-20,Spain,Paid Social,13,13,0,0,13,0.0,-11017.249999999996,-847.480769230769,342.96000000000004,873.86230769230758,11360.21
2025-10-20,Spain,Partnerships,6,6,0,0,6,0.0,-16186.05,-2697.675,231.06,2736.185,16417.11
2025-10-20,UK,Affiliate,8,8,0,0,8,0.0,-778.99999999999989,-97.375,27.16,100.77,806.16
2025-10-20,UK,Organic,11,11,0,0,11,0.0,-1384.52,-125.86545454545454,148.98,139.40909090909091,1533.5
2025-10-20,UK,Paid Search,16,16,0,0,16,0.0,-9180.239999999998,-573.765,227.89999999999998,588.00875,9408.14
2025-10-20,UK,Paid Social,13,13,0,0,13,0.0,-9348.2300000000014,-719.09461538461551,419.78999999999996,751.38615384615389,9768.02
2025-10-20,UK,Partnerships,8,8,0,0,8,0.0,-1327.5900000000001,-165.94875000000002,75.17,175.345,1402.76
2025-10-27,France,Affiliate,4,4,0,0,4,0.0,-18633.94,-4658.485,0.0,4658.485,18633.94
2025-10-27,France,Organic,18,18,0,0,18,0.0,-14135.500000000004,-785.30555555555566,676.41,822.88388888888892,14811.91
2025-10-27,France,Paid Search,7,7,0,0,7,0.0,-11053.260000000002,-1579.037142857143,0.0,1579.037142857143,11053.26
2025-10-27,France,Paid Social,15,15,0,0,15,0.0,-12739.240000000002,-849.28266666666661,346.0,872.34933333333333,13085.24
2025-10-27,France,Partnerships,2,2,0,0,2,0.0,-16696.53,-8348.265,0.0,8348.265,16696.53
2025-10-27,Germany,Affiliate,5,5,0,0,5,0.0,-10402.739999999998,-2080.548,359.51,2152.45,10762.25
2025-10-27,Germany,Organic,19,19,0,1,18,0.052631578947368418,-5081.5899999999983,-267.45210526315788,666.59999999999991,302.53631578947369,5748.19
2025-10-27,Germany,Paid Search,11,11,0,0,11,0.0,-1829.2799999999997,-166.29818181818183,115.25999999999999,176.77636363636364,1944.54
2025-10-27,Germany,Paid Social,9,9,0,0,9,0.0,-15483.150000000001,-1720.35,0.0,1720.35,15483.15
2025-10-27,Germany,Partnerships,5,0,5,0,0,,,,60.96,,
2025-10-27,Spain,Affiliate,9,9,0,0,9,0.0,-11709.300000000001,-1301.0333333333333,153.98,1318.1422222222222,11863.28
2025-10-27,Spain,Organic,16,16,0,0,16,0.0,-11307.02,-706.68875000000014,416.92,732.74625,11723.94
2025-10-27,Spain,Paid Search,10,10,0,0,10,0.0,-17533.03,-1753.303,42.49,1757.5520000000001,17575.52
2025-10-27,Spain,Paid Social,13,13,0,0,13,0.0,-10199.789999999997,-784.59923076923064,419.03999999999996,816.83307692307687,10618.83
2025-10-27,Spain,Partnerships,4,4,0,0,4,0.0,-12569.12,-3142.28,0.0,3142.28,12569.12
2025-10-27,UK,Affiliate,10,10,0,0,10,0.0,-4942.38,-494.238,272.31,521.46899999999994,5214.69
2025-10-27,UK,Organic,9,9,0,0,9,0.0,-13827.860000000002,-1536.4288888888889,344.91999999999996,1574.7533333333333,14172.78
2025-10-27,UK,Paid Search,11,11,0,0,11,0.0,-8169.9499999999989,-742.7227272727273,0.0,742.7227272727273,8169.95
2025-10-27,UK,Paid Social,11,11,0,0,11,0.0,-17527.689999999995,-1593.4263636363635,0.0,1593.4263636363635,17527.69
2025-10-27,UK,Partnerships,4,4,0,0,4,0.0,-19335.48,-4833.8700000000008,20.33,4838.9525,19355.81
2025-11-03,France,Affiliate,11,0,11,0,0,,,,284.20000000000005,,
2025-11-03,France,Organic,12,12,0,0,12,0.0,-13768.99,-1147.4158333333332,169.32,1161.5258333333334,13938.31
2025-11-03,France,Paid Search,14,14,0,3,11,0.21428571428571427,-267.87,-19.133571428571425,416.78999999999996,48.904285714285713,684.66
2025-11-03,France,Paid Social,24,24,0,0,24,0.0,-17045.030000000002,-710.20958333333351,748.74,741.40708333333339,17793.77
2025-11-03,France,Partnerships,3,3,0,0,3,0.0,-12751.9,-4250.6333333333332,242.47,4331.4566666666669,12994.37
2025-11-03,Germany,Affiliate,6,6,0,0,6,0.0,-8219.12,-1369.8533333333335,39.3,1376.4033333333334,8258.42
2025-11-03,Germany,Organic,13,13,0,0,13,0.0,-18208.249999999993,-1400.6346153846155,423.53,1433.2138461538461,18631.78
2025-11-03,Germany,Paid Search,13,13,0,0,13,0.0,-3672.9700000000003,-282.53615384615375,771.85,341.90923076923076,4444.82
2025-11-03,Germany,Paid Social,13,13,0,0,13,0.0,-19281.149999999998,-1483.1653846153845,157.15,1495.2538461538461,19438.3
2025-11-03,Germany,Partnerships,6,6,0,0,6,0.0,-17152.07,-2858.6783333333333,0.0,2858.6783333333333,17152.07
2025-11-03,Spain,Affiliate,8,8,0,0,8,0.0,-1643.7099999999998,-205.46375,96.52,217.52875,1740.23
2025-11-03,Spain,Organic,11,11,0,0,11,0.0,-617.80000000000007,-56.163636363636371,25.07,58.442727272727275,642.87
2025-11-03,Spain,Paid Search,12,12,0,0,12,0.0,-13077.09,-1089.7575000000002,229.41,1108.875,13306.5
2025-11-03,Spain,Paid Social,20,20,0,0,20,0.0,-12419.570000000002,-620.9785,53.71,623.664,12473.28
2025-11-03,Spain,Partnerships,2,2,0,0,2,0.0,-9896.5,-4948.25,0.0,4948.25,9896.5
2025-11-03,UK,Affiliate,6,6,0,0,6,0.0,-16618.53,-2769.7549999999997,190.07,2801.4333333333329,16808.6
2025-11-03,UK,Organic,12,12,0,0,12,0.0,-10764.27,-897.0225,93.27,904.79500000000007,10857.54
2025-11-03,UK,Paid Search,10,10,0,0,10,0.0,-5977.7000000000007,-597.77,0.0,597.77,5977.7
2025-11-03,UK,Paid Social,18,18,0,0,18,0.0,-11783.480000000001,-654.63777777777773,0.0,654.63777777777773,11783.48
2025-11-03,UK,Partnerships,6,6,0,0,6,0.0,-5090.53,-848.42166666666662,33.88,854.06833333333327,5124.41
2025-11-10,France,Affiliate,5,0,5,0,0,,,,109.1,,
2025-11-10,France,Organic,13,13,0,0,13,0.0,-13714.189999999997,-1054.9376923076923,159.11,1067.176923076923,13873.3
2025-11-10,France,Paid Search,8,8,0,0,8,0.0,-10398.730000000001,-1299.84125,476.36999999999995,1359.3875,10875.1
2025-11-10,France,Paid Social,10,10,0,0,10,0.0,-12251.589999999998,-1225.159,352.83,1260.442,12604.42
2025-11-10,France,Partnerships,4,4,0,0,4,0.0,-11334.62,-2833.655,0.0,2833.655,11334.62
2025-11-10,Germany,Affiliate,6,6,0,0,6,0.0,-10072.469999999998,-1678.745,0.0,1678.745,10072.47
2025-11-10,Germany,Organic,17,17,0,0,17,0.0,-12835.889999999998,-755.05235294117642,270.76,770.9794117647059,13106.65
2025-11-10,Germany,Paid Search,8,8,0,0,8,0.0,-14715.600000000002,-1839.45,0.0,1839.45,14715.6
2025-11-10,Germany,Paid Social,13,13,0,0,13,0.0,-18200.780000000006,-1400.06,173.92,1413.4384615384615,18374.7
2025-11-10,Germany,Partnerships,5,5,0,0,5,0.0,-12497.41,-2499.482,0.0,2499.482,12497.41
2025-11-10,Spain,Affiliate,9,9,0,0,9,0.0,-11912.54,-1323.6155555555556,88.949999999999989,1333.4988888888888,12001.49
2025-11-10,Spain,Organic,14,14,0,0,14,0.0,-18611.68,-1329.4057142857146,102.39,1336.7192857142857,18714.07
2025-11-10,Spain,Paid Search,11,11,0,0,11,0.0,-8289.7099999999973,-753.6099999999999,40.62,757.30272727272722,8330.33
2025-11-10,Spain,Paid Social,9,9,0,0,9,0.0,-12195.86,-1355.0955555555554,324.8,1391.1844444444444,12520.66
2025-11-10,Spain,Partnerships,11,11,0,0,11,0.0,-1809.5799999999997,-164.50727272727272,295.35,191.35727272727271,2104.93
2025-11-10,UK,Affiliate,8,8,0,0,8,0.0,-5094.74,-636.84249999999986,201.74,662.06,5296.48
2025-11-10,UK,Organic,14,14,0,0,14,0.0,-3666.58,-261.89857142857147,99.93,269.03642857142859,3766.51
2025-11-10,UK,Paid Search,17,17,0,0,17,0.0,-11306.119999999999,-665.06588235294123,490.76,693.93411764705877,11796.88
2025-11-10,UK,Paid Social,18,18,0,0,18,0.0,-18491.760000000002,-1027.3200000000002,199.87,1038.423888888889,18691.63
2025-11-10,UK,Partnerships,7,7,0,0,7,0.0,-7792.46,-1113.2085714285713,277.87,1152.9042857142856,8070.33
2025-11-17,France,Affiliate,7,7,0,0,7,0.0,-18687.579999999998,-2669.6542857142858,283.65,2710.1757142857141,18971.23
2025-11-17,France,Organic,12,12,0,0,12,0.0,-13957.180000000004,-1163.0983333333336,230.82999999999998,1182.3341666666668,14188.01
2025-11-17,France,Paid Search,9,9,0,0,9,0.0,-10382.22,-1153.58,0.0,1153.58,10382.22
2025-11-17,France,Paid Social,11,11,0,0,11,0.0,-10667.560000000001,-969.77818181818179,116.98,980.41272727272735,10784.54
2025-11-17,France,Partnerships,6,6,0,0,6,0.0,-9092.78,-1515.4633333333334,117.50999999999999,1535.0483333333334,9210.29
2025-11-17,Germany,Affiliate,12,12,0,0,12,0.0,-5870.2099999999991,-489.18416666666667,190.85,505.08833333333337,6061.06
2025-11-17,Germany,Organic,12,12,0,0,12,0.0,-7040.6899999999978,-586.72416666666663,92.75,594.45333333333326,7133.44
2025-11-17,Germany,Paid Search,15,15,0,0,15,0.0,-18321.560000000005,-1221.4373333333335,389.39,1247.3966666666668,18710.95
2025-11-17,Germany,Paid Social,15,15,0,0,15,0.0,-4630.3700000000008,-308.69133333333343,291.27,328.10933333333338,4921.64
2025-11-17,Germany,Partnerships,8,8,0,0,8,0.0,-10855.369999999999,-1356.9212499999999,62.84,1364.77625,10918.21
2025-11-17,Spain,Affiliate,11,11,0,0,11,0.0,-17929.689999999995,-1629.971818181818,0.0,1629.971818181818,17929.69
2025-11-17,Spain,Organic,9,9,0,0,9,0.0,-14047.759999999998,-1560.862222222222,352.45000000000005,1600.0233333333333,14400.21
2025-11-17,Spain,Paid Search,20,0,20,0,0,,,,655.03,,
2025-11-17,Spain,Paid Social,15,15,0,1,14,0.066666666666666666,-3629.85,-241.98999999999995,623.22,283.53799999999995,4253.07
2025-11-17,Spain,Partnerships,5,5,0,0,5,0.0,-9445.4399999999987,-1889.088,211.27,1931.3419999999999,9656.71
2025-11-17,UK,Affiliate,6,6,0,0,6,0.0,-3758.37,-626.3950000000001,225.51999999999998,663.98166666666668,3983.89
2025-11-17,UK,Organic,13,13,0,2,11,0.15384615384615385,-717.49999999999989,-55.192307692307693,522.54,95.3876923076923,1240.04
2025-11-17,UK,Paid Search,14,14,0,0,14,0.0,-6037.24,-431.23142857142858,138.93,441.15500000000003,6176.17
2025-11-17,UK,Paid Social,16,0,16,0,0,,,,266.64,,
2025-11-17,UK,Partnerships,10,10,0,0,10,0.0,-4065.5699999999993,-406.557,116.41,418.198,4181.98
2025-11-24,France,Affiliate,8,8,0,0,8,0.0,-8793.7700000000023,-1099.22125,101.64,1111.92625,8895.41
2025-11-24,France,Organic,9,9,0,0,9,0.0,-16136.980000000001,-1792.9977777777776,74.45,1801.27,16211.43
2025-11-24,France,Paid Search,8,0,8,0,0,,,,18.29,,
2025-11-24,France,Paid Social,15,15,0,0,15,0.0,-17851.609999999997,-1190.1073333333334,314.68,1211.086,18166.29
2025-11-24,France,Partnerships,10,10,0,0,10,0.0,-17520.61,-1752.0609999999997,61.01,1758.1619999999998,17581.62
2025-11-24,Germany,Affiliate,10,10,0,0,10,0.0,-13441.469999999998,-1344.1470000000002,257.44,1369.891,13698.91
